年月日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),,スポット・時間前平均価格(円/kWh),α上限値×スポット・時間前平均価格(円/kWh),α下限値×スポット・時間前平均価格(円/kWh),α速報値×スポット・時間前平均価格(円/kWh),α確報値×スポット・時間前平均価格(円/kWh),,回避可能原価全国値(円/kWh),回避可能原価北海道(円/kWh),回避可能原価東北(円/kWh),回避可能原価東京(円/kWh),回避可能原価中部(円/kWh),回避可能原価北陸(円/kWh),回避可能原価関西(円/kWh),回避可能原価中国(円/kWh),回避可能原価四国(円/kWh),回避可能原価九州(円/kWh)
2019/08/10,13,20799000,20037800,16706000,7.17,7.59,7.59,7.59,5.52,5.52,5.52,5.52,5.52,5.52,,7.17,506.27,2.07,7.08,7.16,,7.17,7.60,7.59,7.59,5.52,5.52,5.52,5.52,5.54,5.52
2019/08/10,14,21259250,20472200,17090850,7.17,7.59,7.59,7.59,5.12,5.12,5.12,5.12,5.12,5.12,,7.17,506.27,2.07,6.30,6.87,,7.17,7.60,7.59,7.59,5.12,5.12,5.12,5.12,5.15,5.12
2019/08/10,15,22102500,21135500,17543900,7.08,8.13,8.13,8.13,4.99,4.99,4.99,4.99,4.99,4.99,,7.08,506.26,2.07,6.01,6.30,,7.08,8.12,8.12,8.13,4.99,4.99,4.99,4.99,5.01,4.99
2019/08/10,16,22365650,21608750,17963350,7.17,8.13,8.13,8.13,6.01,6.01,6.01,6.01,5.28,6.01,,7.17,506.27,2.08,6.50,6.01,,7.17,8.13,8.11,8.13,6.01,6.00,6.01,6.01,5.30,6.01
2019/08/10,17,21600000,21893500,18544000,7.61,9.99,9.99,9.99,5.32,5.32,5.32,5.32,5.28,5.32,,7.61,506.08,2.08,6.01,6.01,,7.61,9.99,9.99,9.97,5.32,5.32,5.32,5.32,5.29,5.32
2019/08/10,18,21709400,22559800,18922000,7.90,9.99,9.99,9.99,6.01,6.01,6.01,6.01,5.51,6.01,,7.90,506.08,2.08,6.50,7.03,,7.90,9.99,9.99,9.97,6.01,6.01,6.01,6.01,5.52,6.01
2019/08/10,19,21904250,23141750,19400050,9.21,10.33,10.33,10.33,6.01,6.01,6.01,6.01,6.01,6.01,,9.21,505.91,2.08,7.63,7.90,,9.21,10.32,10.33,10.32,6.01,6.01,6.01,6.01,6.02,6.01
2019/08/10,20,22000500,23461650,19605150,9.85,10.77,10.77,10.77,6.91,6.91,6.91,6.91,5.51,6.91,,9.84,505.33,2.08,7.33,8.17,,9.84,10.76,10.74,10.76,6.91,6.91,6.91,6.91,5.54,6.91
2019/08/10,21,21808350,23642300,19751300,9.85,10.40,10.40,10.40,7.34,7.34,7.34,7.34,7.34,7.34,,9.84,505.33,2.08,8.64,8.74,,9.84,10.42,10.33,10.39,7.34,7.34,7.34,7.34,7.35,7.34
2019/08/10,22,21927100,23744700,19882350,9.21,10.40,10.40,10.40,7.34,7.34,7.34,7.34,7.34,7.34,,9.20,505.29,2.08,7.89,8.78,,9.20,10.43,10.34,10.39,7.34,7.34,7.34,7.34,7.35,7.34
2019/08/10,23,21910450,23857500,19884550,9.21,10.66,10.66,10.66,7.34,7.34,7.34,7.34,7.34,7.34,,9.20,505.29,2.11,8.58,9.11,,9.20,10.66,10.64,10.64,7.34,7.34,7.34,7.34,7.35,7.34
2019/08/10,24,21872300,23963100,19847250,9.99,11.82,11.82,11.82,7.54,7.54,7.54,7.54,7.54,7.54,,9.98,505.34,2.08,8.61,9.93,,9.98,11.82,11.82,11.79,7.54,7.54,7.54,7.54,7.54,7.54
2019/08/10,25,21690300,23747200,19707800,9.91,10.59,10.59,10.59,7.54,7.54,7.54,7.54,7.54,7.54,,9.89,504.90,2.08,8.63,9.83,,9.89,10.59,10.59,10.55,7.54,7.54,7.54,7.54,7.56,7.53
2019/08/10,26,21616900,23758700,19775100,9.94,10.59,10.59,10.59,7.34,7.34,7.34,7.34,7.34,7.34,,9.92,504.91,2.10,8.56,9.89,,9.92,10.59,10.61,10.56,7.33,7.37,7.35,7.34,7.39,7.34
2019/08/10,27,21413450,23678500,19582900,10.19,11.73,11.73,11.73,7.74,7.74,7.74,7.74,7.74,7.74,,10.16,504.41,2.13,8.63,10.03,,10.16,11.73,11.74,11.71,7.71,7.75,7.73,7.74,7.79,7.73
2019/08/10,28,20996900,23447100,19280550,10.68,11.73,11.73,11.73,8.65,8.65,8.65,8.65,8.65,8.65,,10.66,505.02,2.13,10.04,10.10,,10.66,11.73,11.74,11.72,8.64,8.65,8.64,8.64,8.66,8.67
2019/08/10,29,20968900,23331850,19227700,10.42,12.00,12.00,12.00,7.90,7.90,7.90,7.90,7.90,7.90,,10.41,505.48,2.11,8.47,9.93,,10.41,12.00,12.03,11.98,7.91,7.92,7.91,7.91,7.91,7.92
2019/08/10,30,19802150,23002100,18453450,11.83,12.47,12.47,12.47,10.38,10.38,10.38,10.38,10.38,10.38,,11.80,504.72,2.14,10.25,11.13,,11.80,12.47,12.49,12.46,10.27,10.33,10.38,10.37,10.35,10.37
2019/08/10,31,19262400,22724650,18284450,12.10,12.24,12.24,12.24,9.70,9.70,9.70,9.70,9.70,9.70,,12.07,504.76,2.14,10.31,11.60,,12.07,12.24,12.31,12.24,9.62,9.67,9.70,9.70,9.71,9.71
2019/08/10,32,18975150,22573100,18056550,12.52,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,,12.49,504.80,2.14,11.80,11.80,,12.49,12.90,13.01,12.98,12.94,12.98,12.98,13.02,12.97,13.02
2019/08/10,33,18724650,22497600,17935100,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,,14.58,504.99,2.17,10.60,12.07,,14.58,14.61,14.56,14.58,14.55,14.58,14.58,14.60,14.56,14.61
2019/08/10,34,18366400,22230750,17601900,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57,,15.55,505.50,2.52,15.33,15.33,,15.55,15.52,15.55,15.54,15.54,15.55,15.56,15.57,15.52,15.57
2019/08/10,35,18347400,22001250,17590850,15.35,15.44,15.44,15.44,15.35,15.35,15.35,15.35,15.35,15.35,,15.29,504.98,2.51,10.55,12.17,,15.29,15.44,15.45,15.44,15.29,15.30,15.31,14.97,15.27,15.34
2019/08/10,36,17956250,21739950,17350500,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,,15.25,502.85,2.50,12.52,12.14,,15.25,15.33,15.33,15.27,15.33,15.34,15.34,14.88,15.31,15.34
2019/08/10,37,17792900,21520050,17187100,18.00,20.00,20.00,20.00,17.76,17.76,17.76,17.76,17.76,17.76,,17.97,505.32,3.00,12.53,12.56,,17.97,19.99,19.98,19.98,17.71,17.73,17.73,17.51,17.72,17.74
2019/08/10,38,17972250,21368550,17066300,20.00,20.00,20.00,20.00,18.00,18.00,18.00,18.00,18.00,18.00,,19.97,508.18,3.02,11.72,11.98,,19.97,19.99,19.99,19.99,17.96,17.99,17.99,17.99,17.98,17.98
2019/08/10,39,17981850,21190550,17040650,16.00,16.00,16.00,16.00,16.00,16.00,16.00,16.00,16.00,16.00,,15.99,508.56,3.01,12.49,13.02,,15.99,16.00,16.00,15.99,15.98,15.99,16.00,16.00,15.99,15.99
2019/08/10,40,18134600,21129750,17052250,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,,13.30,508.50,2.35,12.48,11.54,,13.30,13.31,13.31,13.31,13.29,13.30,13.31,13.22,13.31,13.31
2019/08/10,41,17999900,20791050,16531350,12.00,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,,11.98,508.02,2.29,12.05,11.98,,11.98,12.07,12.07,12.07,12.06,12.06,12.07,11.97,12.05,12.07
2019/08/10,42,18173100,20877400,16646150,11.36,11.62,11.62,11.62,10.00,10.00,10.00,10.00,10.00,10.00,,11.34,507.98,2.20,10.15,10.15,,11.34,11.62,11.62,11.62,9.97,10.00,10.00,9.94,10.01,10.00
2019/08/10,43,18196000,20857700,16693150,10.07,10.51,10.51,10.51,9.21,9.21,9.21,9.21,9.21,9.21,,10.06,508.37,2.17,9.97,9.97,,10.06,10.51,10.51,10.51,9.19,9.21,9.21,9.16,9.22,9.21
2019/08/10,44,18305850,20549100,16744900,9.98,10.51,10.51,10.51,8.65,8.65,8.65,8.65,8.65,8.65,,9.98,508.87,2.18,8.65,8.65,,9.98,10.51,10.51,10.51,8.64,8.65,8.65,8.65,8.67,8.65
2019/08/10,45,17807450,20293400,16164600,9.81,10.15,10.15,10.15,8.65,8.65,8.65,8.65,8.65,8.65,,9.81,508.87,2.08,9.72,9.12,,9.81,10.15,10.15,10.16,8.65,8.48,8.65,8.65,8.68,8.65
2019/08/10,46,17627150,19839300,16099550,9.72,10.15,10.15,10.15,8.28,8.28,8.28,8.28,8.28,8.28,,9.72,508.87,2.08,8.65,8.54,,9.72,10.15,10.15,10.16,8.28,8.19,8.28,8.28,8.31,8.28
2019/08/10,47,16743100,18926800,15356800,9.12,9.96,9.96,9.96,8.65,8.65,8.65,8.65,8.65,8.65,,9.12,508.88,2.08,8.08,7.92,,9.12,9.96,9.96,9.96,8.65,8.51,8.65,8.64,8.65,8.65
2019/08/10,48,16027700,17817400,14681950,8.65,9.88,9.88,9.88,8.27,8.27,8.27,8.27,8.27,8.27,,8.65,508.87,2.08,7.70,7.49,,8.65,9.88,9.88,9.88,8.27,8.18,8.27,8.26,8.27,8.27
2019/08/11,1,16960550,17515050,14002300,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,,7.54,506.54,2.08,7.33,7.33,,7.54,7.56,7.54,7.54,7.54,7.57,7.54,7.54,7.54,7.54
2019/08/11,2,18266050,18116400,14689150,7.33,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.34,7.42,,7.33,506.88,2.07,6.90,6.80,,7.33,7.43,7.42,7.42,7.42,7.46,7.42,7.42,7.34,7.42
2019/08/11,3,19776600,18462500,15197450,7.15,7.26,7.26,7.26,7.26,7.26,7.26,7.26,5.50,7.26,,7.15,506.88,2.05,6.93,6.75,,7.15,7.24,7.26,7.26,7.26,7.24,7.26,7.26,5.50,7.26
2019/08/11,4,20105250,18676800,15420650,7.15,7.26,7.26,7.26,7.24,7.24,7.24,7.24,5.30,7.24,,7.15,506.88,2.05,6.54,5.98,,7.15,7.26,7.26,7.26,7.24,7.20,7.24,7.24,5.30,7.24
2019/08/11,5,20598650,18760200,15534850,7.09,7.17,7.17,7.17,6.94,6.94,6.94,6.94,6.94,6.94,,7.09,506.88,2.06,6.84,6.76,,7.09,7.17,7.17,7.17,6.94,6.99,6.94,6.94,6.94,6.94
2019/08/11,6,20626400,18750350,15565750,6.94,7.17,7.17,7.17,6.94,6.94,6.94,6.94,6.94,6.94,,6.94,506.88,2.05,7.09,6.76,,6.94,7.17,7.17,7.17,6.94,6.96,6.94,6.94,6.94,6.94
2019/08/11,7,20774500,18885750,15618700,6.87,7.09,7.09,7.09,6.94,6.94,6.94,6.94,6.94,6.94,,6.87,506.88,2.07,7.09,6.84,,6.87,7.09,7.09,7.09,6.94,6.96,6.94,6.94,6.94,6.94
2019/08/11,8,20741600,18864150,15637100,6.87,7.09,7.09,7.09,6.94,6.94,6.94,6.94,6.94,6.94,,6.87,506.88,2.07,7.09,6.84,,6.87,7.09,7.09,7.09,6.94,6.92,6.94,6.94,6.94,6.94
2019/08/11,9,20787900,18849950,15643250,6.87,7.09,7.09,7.09,6.94,6.94,6.94,6.94,6.94,6.94,,6.87,506.88,2.07,7.09,6.84,,6.87,7.13,7.09,7.09,6.94,6.91,6.94,6.94,6.94,6.94
2019/08/11,10,20787400,18846000,15624750,6.87,7.09,7.09,7.09,6.94,6.94,6.94,6.94,6.94,6.94,,6.87,506.88,2.07,7.09,6.84,,6.87,7.13,7.09,7.09,6.94,6.91,6.94,6.94,6.94,6.94
2019/08/11,11,20740150,18851750,15603200,6.87,7.09,7.09,7.09,7.09,7.09,7.09,7.09,7.09,7.09,,6.87,506.88,2.07,7.09,6.84,,6.87,7.12,7.09,7.09,7.08,7.08,7.09,7.09,7.09,7.09
2019/08/11,12,20812250,18957950,15623700,6.94,7.16,7.16,7.16,7.16,7.16,7.16,7.16,7.16,7.16,,6.94,506.88,2.07,7.17,6.84,,6.94,7.14,7.16,7.16,7.15,7.15,7.16,7.16,7.16,7.16
2019/08/11,13,21110000,19157800,15862550,6.84,7.09,7.09,7.09,6.94,6.94,6.94,6.94,6.94,5.26,,6.85,507.62,2.08,7.18,6.95,,6.85,7.20,7.09,7.09,6.93,6.94,6.94,6.94,6.94,5.26
2019/08/11,14,21626900,19344850,16147400,6.76,7.09,7.09,7.09,5.43,5.43,5.43,5.43,5.43,5.26,,6.77,507.63,2.07,7.10,6.77,,6.77,7.21,7.09,7.09,5.43,5.68,5.43,5.43,5.43,5.26
2019/08/11,15,22063400,19831450,16540450,6.62,7.16,7.16,7.16,6.54,6.54,6.54,6.54,6.54,5.26,,6.63,507.64,2.08,7.18,6.85,,6.63,7.27,7.16,7.16,6.53,6.55,6.54,6.54,6.54,5.26
2019/08/11,16,22496350,20480350,16929200,6.75,7.17,7.17,7.17,5.32,5.32,5.32,5.32,5.11,5.26,,6.75,506.88,2.07,6.75,6.75,,6.75,7.27,7.17,7.17,5.32,5.42,5.32,5.32,5.11,5.26
2019/08/11,17,22470150,20696600,17221550,6.65,7.36,7.36,7.36,5.29,5.29,5.29,5.29,4.85,5.26,,6.65,506.88,2.07,6.64,6.37,,6.65,7.41,7.36,7.36,5.29,5.39,5.29,5.29,4.85,5.26
2019/08/11,18,22951550,21231250,17650250,6.83,7.36,7.36,7.36,5.29,5.29,5.29,5.29,4.85,5.26,,6.83,506.87,2.08,6.14,6.30,,6.83,7.41,7.36,7.36,5.29,5.38,5.29,5.29,4.85,5.26
2019/08/11,19,22931100,21729550,18166150,7.03,9.40,9.40,9.40,5.32,5.32,5.32,5.32,4.85,5.26,,7.03,506.88,2.08,6.18,6.54,,7.03,9.31,9.40,9.40,5.32,5.40,5.32,5.32,4.84,5.26
2019/08/11,20,23389850,21941950,18417200,7.03,7.70,7.70,7.70,6.94,6.94,6.94,6.94,1.00,5.26,,7.03,506.97,2.08,6.00,6.01,,7.03,7.73,7.70,7.70,6.93,6.94,6.94,6.94,1.00,5.26
2019/08/11,21,23167650,22153050,18598250,7.03,7.73,7.73,7.73,6.94,6.94,6.94,6.94,6.94,6.01,,7.03,506.97,2.08,6.39,6.50,,7.03,7.76,7.73,7.73,6.93,6.95,6.94,6.94,6.94,6.01
2019/08/11,22,23289650,22388700,18743950,7.03,7.73,7.73,7.73,6.94,6.94,6.94,6.94,6.94,6.01,,7.03,506.97,2.08,5.12,5.29,,7.03,7.75,7.73,7.73,6.93,6.95,6.94,6.94,6.94,6.01
2019/08/11,23,22457800,22464950,18882450,7.40,9.87,9.87,9.87,6.94,6.94,6.94,6.94,5.10,6.01,,7.40,506.97,2.08,5.26,6.01,,7.40,9.70,9.87,9.87,6.93,6.96,6.94,6.94,5.10,6.01
2019/08/11,24,22367950,22434050,18741650,7.40,9.87,9.87,9.87,7.34,7.34,7.34,7.34,5.09,6.01,,7.40,506.97,2.08,5.26,6.01,,7.40,9.69,9.87,9.87,7.33,7.34,7.34,7.34,5.09,6.01
2019/08/11,25,22441900,22485550,18686350,7.67,9.88,9.88,9.88,7.65,7.65,7.65,7.65,7.34,6.01,,7.67,507.10,2.08,7.43,7.67,,7.67,9.86,9.83,9.88,7.64,7.64,7.65,7.65,7.34,6.01
2019/08/11,26,22356700,22557750,18654100,7.74,9.88,9.88,9.88,7.90,7.90,7.90,7.90,7.90,6.01,,7.74,507.10,2.08,7.37,7.67,,7.74,9.86,9.83,9.88,7.89,7.86,7.90,7.90,7.90,6.01
2019/08/11,27,22251600,22564000,18966800,8.88,10.08,10.08,10.08,7.34,7.34,7.34,7.34,7.34,6.01,,8.87,506.53,2.08,6.87,7.89,,8.87,9.97,10.08,10.08,7.32,7.25,7.34,7.34,7.34,6.01
2019/08/11,28,21975300,22264200,18871500,9.40,10.08,10.08,10.08,6.54,6.54,6.54,6.54,6.54,6.01,,9.38,506.02,2.07,6.48,6.85,,9.38,10.08,10.06,10.08,6.53,6.53,6.54,6.54,6.54,6.01
2019/08/11,29,21982400,22215850,18826850,9.77,10.25,10.25,10.25,6.32,6.32,6.32,6.32,4.97,6.01,,9.75,506.06,2.08,6.48,6.80,,9.75,10.25,10.24,10.24,6.32,6.32,6.32,6.32,4.97,6.01
2019/08/11,30,21444850,21958400,18578750,9.77,10.25,10.25,10.25,6.54,6.54,6.54,6.54,5.31,6.54,,9.75,506.06,2.08,6.48,6.83,,9.75,10.24,10.24,10.24,6.54,6.59,6.54,6.54,5.31,6.54
2019/08/11,31,20500250,21627400,18346350,10.06,10.85,10.85,10.85,6.94,6.94,6.94,6.94,5.43,6.94,,10.03,505.46,2.11,5.77,5.99,,10.03,10.78,10.84,10.85,6.94,6.94,6.94,6.91,5.43,6.94
2019/08/11,32,19956450,21515300,17906650,10.22,10.85,10.85,10.85,8.08,8.08,8.08,8.08,8.08,8.08,,10.20,505.54,2.16,8.63,9.38,,10.20,10.81,10.84,10.85,8.07,8.08,8.08,8.03,8.08,8.08
2019/08/11,33,19609550,21430150,17661650,10.68,11.67,11.67,11.67,8.65,8.65,8.65,8.65,8.65,8.65,,10.68,507.18,2.17,8.59,8.65,,10.68,11.66,11.66,11.66,8.65,8.65,8.65,8.65,8.65,8.65
2019/08/11,34,19289750,21267600,17272200,10.68,11.67,11.67,11.67,8.72,8.72,8.72,8.72,8.72,8.72,,10.67,507.45,2.17,10.12,10.19,,10.67,11.67,11.66,11.66,8.72,8.69,8.72,8.70,8.72,8.72
2019/08/11,35,19070250,21247300,17145700,11.15,12.00,12.00,12.00,9.21,9.21,9.21,9.21,9.21,9.21,,11.13,507.02,2.26,10.24,10.24,,11.13,12.03,11.99,11.99,9.21,9.21,9.21,9.16,9.22,9.21
2019/08/11,36,18364200,21241500,17026650,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,,12.33,505.95,2.34,11.87,11.87,,12.33,12.34,12.36,12.36,12.35,12.36,12.36,12.18,12.36,12.35
2019/08/11,37,17907600,21038400,16824450,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,,13.38,504.17,2.45,12.51,12.51,,13.38,13.20,13.46,13.46,13.44,13.46,13.46,12.98,13.45,13.45
2019/08/11,38,17879900,21048250,16497700,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,,13.37,504.70,2.47,13.37,13.37,,13.37,13.19,13.45,13.45,13.44,13.46,13.46,12.97,13.45,13.45
2019/08/11,39,17727400,20933400,16329900,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,,13.44,504.71,2.35,12.67,13.44,,13.44,13.24,13.52,13.51,13.51,13.53,13.52,13.04,13.51,13.51
2019/08/11,40,17665300,20800100,16362500,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,,13.45,505.09,2.33,11.49,11.49,,13.45,13.27,13.52,13.49,13.51,13.53,13.53,13.13,13.52,13.52
2019/08/11,41,17715300,20512700,16528250,12.63,13.40,13.40,13.40,13.17,13.17,13.17,13.17,13.17,13.17,,12.59,505.58,2.34,10.51,10.51,,12.59,13.40,13.40,13.40,13.05,13.17,13.17,12.88,13.15,13.15
2019/08/11,42,18350300,20461500,16356350,11.13,12.63,12.63,12.63,10.22,10.22,10.22,10.22,10.22,10.22,,11.12,507.85,2.17,10.12,10.21,,11.12,12.63,12.62,12.62,10.16,10.21,10.22,10.20,10.21,10.21
2019/08/11,43,17923700,20067250,16058850,10.41,12.66,12.66,12.66,10.22,10.22,10.22,10.22,10.22,10.22,,10.40,507.96,2.17,10.02,10.02,,10.40,12.66,12.65,12.65,10.15,10.15,10.22,10.19,10.21,10.22
2019/08/11,44,17744250,19918150,16061200,10.10,12.15,12.15,12.15,9.21,9.21,9.21,9.21,9.21,9.21,,10.09,507.81,2.17,8.64,8.64,,10.09,12.15,12.14,12.14,9.16,9.19,9.21,9.19,9.21,9.21
2019/08/11,45,17677850,19741150,15864900,9.96,12.09,12.09,12.09,8.65,8.65,8.65,8.65,8.65,8.65,,9.94,507.29,2.08,9.73,9.73,,9.94,12.09,12.08,12.08,8.61,8.60,8.65,8.60,8.65,8.65
2019/08/11,46,17400850,19248300,15621400,9.96,11.58,11.58,11.58,8.48,8.48,8.48,8.48,8.48,8.48,,9.94,507.29,2.08,8.71,9.23,,9.94,11.53,11.57,11.58,8.44,8.40,8.48,8.44,8.48,8.48
2019/08/11,47,16634500,18307300,14948650,8.08,10.02,10.02,10.02,8.48,8.48,8.48,8.48,8.48,8.48,,8.08,509.16,2.11,7.50,7.68,,8.08,9.98,10.02,10.02,8.44,8.39,8.48,8.48,8.48,8.48
2019/08/11,48,15790000,17355950,14357200,8.27,9.95,9.95,9.95,8.08,8.08,8.08,8.08,8.08,8.08,,8.27,508.31,2.08,7.50,7.41,,8.27,9.91,9.95,9.95,8.05,8.04,8.08,8.08,8.08,8.08
2019/08/12,1,15845450,17071350,13516950,7.59,7.59,7.59,7.59,7.59,7.59,7.59,7.59,7.59,7.59,,7.59,505.39,2.06,7.16,7.16,,7.59,7.59,7.59,7.59,7.59,7.59,7.59,7.59,7.58,7.58
2019/08/12,2,17121750,17903500,14436050,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,,7.44,505.39,2.05,6.93,6.82,,7.44,7.43,7.43,7.44,7.43,7.44,7.44,7.44,7.43,7.43
2019/08/12,3,18843450,18591100,15127850,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,,7.36,505.42,2.05,6.83,6.75,,7.36,7.40,7.36,7.35,7.35,7.36,7.36,7.36,7.35,7.35
2019/08/12,4,19358500,18966150,15543250,7.26,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,,7.26,505.42,2.07,6.75,6.75,,7.26,7.36,7.36,7.36,7.34,7.36,7.36,7.36,7.36,7.36
2019/08/12,5,19538500,19018850,15708700,7.26,7.26,7.26,7.26,7.26,7.26,7.26,7.26,7.26,7.26,,7.26,505.31,2.07,6.75,6.50,,7.26,7.31,7.26,7.26,7.24,7.26,7.26,7.26,7.25,7.25
2019/08/12,6,19537350,18978100,15707400,7.15,7.26,7.26,7.26,5.65,5.65,5.65,5.65,5.65,5.65,,7.15,505.31,2.07,6.83,6.75,,7.15,7.28,7.26,7.26,5.65,5.65,5.65,5.65,5.65,5.65
2019/08/12,7,19534450,18937100,15696650,7.15,7.26,7.26,7.26,5.55,5.55,5.55,5.55,5.55,5.55,,7.15,505.28,2.07,7.14,6.92,,7.15,7.34,7.26,7.26,5.55,5.55,5.55,5.55,5.55,5.55
2019/08/12,8,19500350,18881750,15665550,7.15,7.26,7.26,7.26,6.80,6.80,6.80,6.80,6.80,6.80,,7.15,505.28,2.07,7.15,6.93,,7.15,7.34,7.26,7.26,6.78,6.80,6.80,6.80,6.80,6.80
2019/08/12,9,19441500,18812400,15609400,7.15,7.26,7.26,7.26,6.82,6.82,6.82,6.82,6.82,6.82,,7.15,505.28,2.07,7.26,7.15,,7.15,7.27,7.26,7.26,6.81,6.82,6.82,6.82,6.82,6.82
2019/08/12,10,19416800,18794350,15592050,7.15,7.26,7.26,7.26,6.88,6.88,6.88,6.88,6.88,6.88,,7.15,505.28,2.05,7.15,7.15,,7.15,7.27,7.26,7.26,6.87,6.88,6.88,6.88,6.88,6.88
2019/08/12,11,19416500,18853650,15607300,7.15,7.26,7.26,7.26,7.14,7.14,7.14,7.14,7.14,7.14,,7.15,505.36,2.07,7.26,7.26,,7.15,7.28,7.26,7.26,7.13,7.14,7.14,7.14,7.14,7.13
2019/08/12,12,19462250,18965700,15664500,7.15,7.26,7.26,7.26,7.14,7.14,7.14,7.14,7.14,5.53,,7.15,505.36,2.07,7.26,7.26,,7.15,7.29,7.26,7.26,7.12,7.14,7.14,7.14,7.13,5.53
2019/08/12,13,19624650,19150000,15670050,7.17,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,5.53,,7.17,505.45,2.07,7.45,7.45,,7.17,7.39,7.34,7.34,7.33,7.34,7.34,7.34,7.32,5.53
2019/08/12,14,20197400,19382400,15871100,7.15,7.37,7.37,7.37,7.14,7.14,7.14,7.14,7.14,5.53,,7.15,507.13,2.07,7.37,7.37,,7.15,7.32,7.37,7.37,7.12,7.14,7.14,7.14,7.12,5.53
2019/08/12,15,20976500,19675550,16184850,6.93,7.36,7.36,7.36,5.52,5.52,5.52,5.52,5.52,5.52,,6.93,507.13,2.07,7.58,7.44,,6.93,7.39,7.36,7.36,5.52,5.52,5.52,5.52,5.52,5.52
2019/08/12,16,21305100,20041800,16334300,6.93,7.36,7.36,7.36,5.32,5.32,5.32,5.32,5.32,5.32,,6.93,507.13,2.07,7.26,7.26,,6.93,7.38,7.36,7.36,5.32,5.32,5.32,5.32,5.32,5.32
2019/08/12,17,21258900,20241300,16860200,7.07,7.53,7.53,7.53,5.32,5.32,5.32,5.32,5.32,5.32,,7.07,507.13,2.07,7.41,7.41,,7.07,7.65,7.53,7.53,5.32,5.32,5.32,5.32,5.32,5.32
2019/08/12,18,21540800,20795400,17344950,7.14,7.53,7.53,7.53,5.53,5.53,5.53,5.53,5.53,5.53,,7.14,507.13,2.07,7.34,7.53,,7.14,7.63,7.53,7.53,5.53,5.53,5.53,5.53,5.53,5.53
2019/08/12,19,21661350,21302050,17838800,7.26,9.59,9.59,9.59,5.59,5.59,5.59,5.59,5.32,5.53,,7.26,507.13,2.08,7.90,8.60,,7.26,9.55,9.59,9.59,5.59,5.59,5.59,5.59,5.34,5.53
2019/08/12,20,21905500,21622250,18121850,7.34,9.59,9.59,9.59,5.53,5.53,5.53,5.53,5.32,5.53,,7.34,507.13,2.08,7.36,7.90,,7.34,9.55,9.59,9.59,5.53,5.53,5.53,5.53,5.34,5.53
2019/08/12,21,22054950,22032500,18427000,7.41,9.70,9.70,9.70,7.14,7.14,7.14,7.14,7.14,5.53,,7.41,507.13,2.08,7.90,7.90,,7.41,9.66,9.70,9.70,7.14,7.14,7.14,7.14,7.14,5.53
2019/08/12,22,22300450,22304650,18652250,7.41,9.70,9.70,9.70,7.14,7.14,7.14,7.14,7.14,5.53,,7.41,507.13,2.08,7.32,7.41,,7.41,9.69,9.70,9.70,7.14,7.14,7.14,7.14,7.14,5.53
2019/08/12,23,22249350,22217800,18782700,7.90,9.98,9.98,9.98,5.53,5.53,5.53,5.53,5.53,5.53,,7.90,507.13,2.08,7.54,7.90,,7.90,9.98,9.98,9.98,5.53,5.53,5.53,5.53,5.53,5.53
2019/08/12,24,22369950,22246200,18770950,7.90,9.98,9.98,9.98,5.53,5.53,5.53,5.53,5.53,5.53,,7.90,507.13,2.08,7.14,7.54,,7.90,9.98,9.98,9.98,5.53,5.53,5.53,5.53,5.53,5.54
2019/08/12,25,22387850,22335700,18777550,7.57,9.95,9.95,9.95,5.53,5.53,5.53,5.53,5.53,5.53,,7.57,507.27,2.08,6.87,6.87,,7.57,9.94,9.95,9.95,5.53,5.60,5.53,5.53,5.53,5.53
2019/08/12,26,22288600,22322750,18734550,7.57,10.00,10.00,10.00,7.14,7.14,7.14,7.14,7.14,5.53,,7.57,507.27,2.08,7.57,7.70,,7.57,10.00,10.00,10.00,7.14,7.15,7.14,7.14,7.14,5.55
