年月日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),,スポット・時間前平均価格(円/kWh),α上限値×スポット・時間前平均価格(円/kWh),α下限値×スポット・時間前平均価格(円/kWh),α速報値×スポット・時間前平均価格(円/kWh),α確報値×スポット・時間前平均価格(円/kWh),,回避可能原価全国値(円/kWh),回避可能原価北海道(円/kWh),回避可能原価東北(円/kWh),回避可能原価東京(円/kWh),回避可能原価中部(円/kWh),回避可能原価北陸(円/kWh),回避可能原価関西(円/kWh),回避可能原価中国(円/kWh),回避可能原価四国(円/kWh),回避可能原価九州(円/kWh)
2020/04/03,6,19158700,19406250,16951550,6.02,6.66,6.66,6.66,4.27,4.27,4.27,4.27,4.27,4.27,,6.02,504.78,1.67,6.44,6.02,,6.02,6.69,6.67,6.66,4.27,4.27,4.27,4.29,4.27,4.27
2020/04/03,7,19040600,19526200,16854950,6.43,6.73,6.73,6.73,4.87,4.87,4.87,4.87,4.87,4.87,,6.43,504.77,1.67,6.56,6.43,,6.43,6.75,6.75,6.73,4.87,4.87,4.87,4.88,4.87,4.87
2020/04/03,8,18883250,19467550,16824400,6.44,6.76,6.76,6.76,5.18,5.18,5.18,5.18,5.18,5.18,,6.44,504.77,1.67,6.76,6.52,,6.44,6.76,6.77,6.76,5.18,5.18,5.18,5.20,5.18,5.18
2020/04/03,9,18741550,19470050,16787850,6.47,6.92,6.92,6.92,5.18,5.18,5.18,5.18,5.18,5.18,,6.47,505.26,1.67,6.92,6.49,,6.47,6.93,6.93,6.92,5.18,5.18,5.18,5.20,5.18,5.18
2020/04/03,10,18725900,19539300,16757000,6.47,6.92,6.92,6.92,5.18,5.18,5.18,5.18,5.18,5.18,,6.47,505.26,1.67,6.76,6.64,,6.47,6.94,6.93,6.92,5.18,5.18,5.18,5.19,5.18,5.18
2020/04/03,11,18425700,19486100,16461650,6.70,7.60,7.60,7.60,6.71,6.71,6.71,6.71,6.71,6.71,,6.70,505.43,1.67,7.38,6.76,,6.70,7.60,7.61,7.60,6.71,6.71,6.70,6.68,6.71,6.71
2020/04/03,12,18287500,19382800,16111900,6.76,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,,6.76,507.36,1.67,6.85,6.70,,6.76,7.38,7.35,7.35,7.35,7.35,7.34,7.28,7.35,7.35
2020/04/03,13,18344700,19370000,15928050,7.03,8.42,8.42,8.42,7.40,7.40,7.40,7.40,7.40,7.40,,7.02,506.64,1.67,7.39,7.02,,7.02,8.42,8.42,8.42,7.40,7.40,7.39,7.27,7.40,7.40
2020/04/03,14,19192700,19134050,15796150,6.76,8.42,8.42,8.42,4.87,4.87,4.87,4.87,4.87,4.87,,6.75,506.61,1.67,6.41,6.41,,6.75,8.42,8.43,8.42,4.87,4.87,4.87,4.91,4.87,4.87
2020/04/03,15,20558050,19186300,16228700,6.57,8.42,8.42,8.42,4.04,4.04,4.04,4.04,4.04,4.04,,6.57,505.81,1.67,6.48,6.47,,6.57,8.42,8.42,8.41,4.04,4.04,4.04,4.08,4.04,4.04
2020/04/03,16,20968650,19017700,16074050,6.57,8.42,8.42,8.42,4.27,4.27,4.27,4.27,4.27,4.27,,6.57,505.81,1.67,6.40,5.89,,6.57,8.42,8.40,8.42,4.27,4.27,4.27,4.27,4.27,4.27
2020/04/03,17,22187450,19183400,16259850,6.07,6.47,6.47,6.47,4.21,4.21,4.21,4.21,4.21,4.21,,6.07,505.81,1.71,6.07,6.17,,6.07,6.47,6.47,6.47,4.21,4.22,4.21,4.21,4.21,4.21
2020/04/03,18,23101500,19415900,16605650,5.38,5.38,6.47,6.47,4.21,4.21,4.21,4.21,4.21,4.21,,5.38,505.81,1.71,6.02,6.07,,5.38,5.38,6.47,6.47,4.21,4.21,4.21,4.28,4.21,4.21
2020/04/03,19,24707550,19728700,16951300,4.87,5.35,6.37,6.37,4.21,4.21,4.21,4.21,4.21,4.21,,4.87,505.43,1.71,5.93,6.02,,4.87,5.35,6.37,6.37,4.21,4.21,4.21,4.23,4.21,4.21
2020/04/03,20,25689000,19827900,17194150,4.87,5.34,6.18,6.18,3.55,3.55,3.55,3.55,3.55,3.55,,4.87,505.43,1.71,4.87,5.18,,4.87,5.34,6.18,6.18,3.55,3.55,3.55,3.55,3.55,3.55
2020/04/03,21,27198850,19720500,17445550,4.06,5.26,6.06,6.06,3.44,3.44,3.44,3.44,3.44,3.44,,4.06,505.43,1.70,4.36,4.87,,4.06,5.26,6.06,6.06,3.44,3.44,3.44,3.44,3.44,3.44
2020/04/03,22,28233950,20036400,17902800,4.04,5.20,6.02,6.02,3.44,3.44,3.44,3.44,3.44,3.44,,4.05,506.68,1.69,4.11,4.88,,4.05,5.20,6.02,6.02,3.44,3.44,3.44,3.44,3.44,3.44
2020/04/03,23,29387400,19788900,17801400,3.76,5.16,5.81,5.81,3.72,3.72,3.72,3.72,3.72,3.72,,3.77,506.77,1.69,3.89,3.91,,3.77,5.16,5.81,5.80,3.72,3.72,3.72,3.72,3.72,3.72
2020/04/03,24,29864950,19668250,17780300,3.76,5.12,5.81,5.81,3.58,3.58,3.58,3.58,3.58,3.58,,3.76,505.43,1.69,3.89,4.00,,3.76,5.12,5.81,5.81,3.58,3.58,3.58,3.58,3.58,3.58
2020/04/03,25,30565450,18541300,17562650,1.00,4.00,4.00,4.00,2.74,2.74,2.74,2.74,2.74,2.74,,1.01,510.31,1.68,3.17,3.92,,1.01,3.99,3.99,4.00,2.74,2.74,2.74,2.74,2.74,2.74
2020/04/03,26,30663850,18436550,17541350,0.98,3.90,3.90,3.90,2.29,2.29,2.29,2.29,2.29,2.29,,1.00,515.57,1.70,3.42,3.96,,1.00,3.90,3.89,3.90,2.29,2.29,2.29,2.29,2.29,2.29
2020/04/03,27,29620850,19195550,17479050,3.75,5.07,5.85,5.85,3.18,3.18,3.18,3.18,3.18,3.18,,3.75,505.26,1.69,4.00,4.10,,3.75,5.07,5.85,5.85,3.18,3.18,3.18,3.18,3.18,3.18
2020/04/03,28,29211500,19329100,17485300,3.75,5.07,5.85,5.85,3.35,3.35,3.35,3.35,3.35,3.35,,3.75,505.11,1.70,4.03,4.03,,3.75,5.07,5.85,5.85,3.35,3.35,3.35,3.35,3.35,3.35
2020/04/03,29,28107700,19390650,17421150,3.96,5.07,6.08,6.08,3.35,3.35,3.35,3.35,3.35,3.35,,3.96,505.11,1.73,4.03,4.10,,3.96,5.07,6.08,6.08,3.35,3.35,3.35,3.35,3.35,3.35
2020/04/03,30,27303600,19374500,17280700,4.04,5.07,6.08,6.08,3.44,3.44,3.44,3.44,3.44,3.44,,4.04,505.12,1.73,4.87,4.87,,4.04,5.07,6.08,6.08,3.44,3.44,3.44,3.44,3.44,3.44
2020/04/03,31,25659350,19214050,16977650,4.87,5.07,6.15,6.15,3.44,3.44,3.44,3.44,3.44,3.44,,4.87,505.43,1.72,4.23,4.38,,4.87,5.07,6.15,6.15,3.44,3.44,3.44,3.44,3.44,3.44
2020/04/03,32,24378350,19187700,16708400,4.87,6.34,6.34,6.34,3.89,3.89,3.89,3.89,3.89,3.89,,4.87,504.62,1.72,5.89,5.89,,4.87,6.34,6.35,6.34,3.89,3.89,3.89,3.89,3.89,3.89
2020/04/03,33,22791650,19752100,16841850,6.02,6.80,6.80,6.80,4.43,4.43,4.43,4.43,4.43,4.43,,6.01,506.72,1.72,6.01,6.01,,6.01,6.80,6.81,6.80,4.43,4.49,4.43,4.46,4.43,4.43
2020/04/03,34,21910500,19957300,16716800,6.45,7.21,7.21,7.21,4.87,4.87,4.87,4.87,4.87,4.87,,6.45,507.74,1.71,6.80,6.61,,6.45,7.21,7.22,7.21,4.87,4.90,4.87,4.87,4.87,4.87
2020/04/03,35,21421100,19769700,16517450,7.30,8.71,8.71,8.71,6.93,6.93,6.93,6.93,6.93,6.93,,7.30,507.74,1.71,6.93,6.80,,7.30,8.71,8.71,8.71,6.93,6.92,6.92,6.93,6.91,6.93
2020/04/03,36,20602900,20247650,16186450,8.37,8.78,8.78,8.78,6.93,6.93,6.93,6.93,6.93,6.93,,8.36,507.13,1.67,8.36,7.02,,8.36,8.78,8.77,8.79,6.93,6.93,6.93,6.84,6.93,6.93
2020/04/03,37,20524650,20649900,16394800,8.66,10.91,8.91,8.91,6.45,6.45,6.45,6.45,6.45,6.45,,8.65,507.15,1.67,8.57,7.42,,8.65,10.91,8.91,8.91,6.45,6.45,6.45,6.43,6.45,6.45
2020/04/03,38,20259550,20961350,16447550,8.66,10.91,8.91,8.91,7.59,7.59,7.59,7.59,7.59,7.59,,8.66,507.74,1.67,8.66,8.52,,8.66,10.91,8.91,8.91,7.59,7.59,7.59,7.58,7.59,7.59
2020/04/03,39,20239300,21089750,16744650,8.60,8.96,8.96,8.96,5.83,5.83,5.83,5.83,5.83,5.83,,8.59,507.15,1.68,8.59,8.18,,8.59,8.96,8.96,8.96,5.83,5.83,5.83,5.82,5.83,5.83
2020/04/03,40,20668300,21359850,17156050,8.53,8.92,8.92,8.92,5.83,5.83,5.83,5.83,5.83,5.83,,8.53,507.73,1.68,8.53,7.59,,8.53,8.92,8.92,8.93,5.83,5.83,5.83,5.83,5.83,5.83
2020/04/03,41,20629500,21399150,17252050,8.05,8.89,8.89,8.89,5.18,5.18,5.18,5.18,5.18,5.18,,8.05,507.74,1.68,7.80,7.40,,8.05,8.87,8.89,8.88,5.18,5.18,5.18,5.18,5.18,5.18
2020/04/03,42,20785350,21467550,17365950,8.05,8.78,8.78,8.78,5.18,5.18,5.18,5.18,5.18,5.18,,8.06,508.37,1.68,8.06,6.69,,8.06,8.76,8.78,8.79,5.18,5.18,5.18,5.18,5.18,5.18
2020/04/03,43,20573000,21194450,17110000,7.79,8.75,8.75,8.75,5.18,5.18,5.18,5.18,5.18,5.18,,7.78,507.79,1.68,7.78,6.93,,7.78,8.75,8.75,8.75,5.18,5.18,5.18,5.24,5.18,5.18
2020/04/03,44,20591200,20924600,17081550,7.43,8.71,8.71,8.71,4.87,4.87,4.87,4.87,4.87,4.87,,7.43,508.44,1.67,6.94,6.07,,7.43,8.71,8.70,8.71,4.87,4.87,4.87,4.89,4.87,4.87
2020/04/03,45,19501350,20628300,16354300,6.94,8.65,8.65,8.65,5.30,5.30,5.30,5.30,5.30,5.30,,6.94,508.52,1.67,7.40,6.65,,6.94,8.65,8.63,8.65,5.30,5.30,5.30,5.32,5.30,5.30
2020/04/03,46,19437500,20116750,16408050,6.60,8.58,8.58,8.58,4.87,4.87,4.87,4.87,4.87,4.87,,6.60,508.52,1.71,6.61,6.44,,6.60,8.58,8.54,8.58,4.87,4.95,4.87,4.88,4.87,4.87
2020/04/03,47,18396150,19153750,15734650,6.67,8.44,8.44,8.44,5.77,5.77,5.77,5.77,5.77,5.77,,6.67,508.52,1.73,6.98,6.67,,6.67,8.44,8.41,8.44,5.77,5.77,5.77,5.77,5.77,5.77
2020/04/03,48,17370600,18134400,15343100,6.44,7.06,7.06,7.06,4.89,4.89,4.89,4.89,4.89,4.89,,6.44,508.44,1.71,6.50,6.43,,6.44,7.06,7.07,7.06,4.89,4.89,4.89,4.89,4.89,4.89
2020/04/04,1,15968200,16933350,14466250,6.48,6.66,6.66,6.66,4.87,4.87,4.87,4.87,4.87,4.87,,6.48,507.88,1.46,4.50,6.55,,6.48,6.67,6.66,6.66,4.87,4.87,4.88,4.87,4.87,4.87
2020/04/04,2,16833750,17556500,15022900,6.38,6.83,6.83,6.83,4.22,4.22,4.22,4.22,4.22,4.22,,6.38,507.87,1.55,5.00,6.46,,6.38,6.84,6.83,6.83,4.22,4.22,4.23,4.22,4.23,4.22
2020/04/04,3,17264500,17662950,15264700,5.18,6.63,6.63,6.63,3.81,3.81,3.81,3.81,3.81,3.81,,5.19,508.84,1.58,4.88,5.60,,5.19,6.67,6.63,6.63,3.81,3.81,3.82,3.81,3.81,3.81
2020/04/04,4,17351500,17901050,15332000,5.59,6.58,6.58,6.58,4.22,4.22,4.22,4.22,4.22,4.22,,5.60,508.77,1.58,4.88,6.02,,5.60,6.65,6.59,6.58,4.22,4.22,4.22,4.22,4.22,4.22
2020/04/04,5,17400250,18113800,15257550,5.93,6.58,6.58,6.58,4.87,4.87,4.87,4.87,4.87,4.87,,5.94,508.72,1.58,4.88,6.39,,5.94,6.69,6.59,6.58,4.87,4.87,4.87,4.87,4.87,4.87
2020/04/04,6,17325000,18224050,15203750,6.38,6.58,6.58,6.58,5.70,5.70,5.70,5.70,5.70,5.70,,6.39,508.66,1.58,5.19,6.48,,6.39,6.67,6.59,6.58,5.70,5.70,5.70,5.70,5.70,5.70
2020/04/04,7,17214750,18368650,15261150,6.47,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,,6.46,507.08,1.57,5.17,6.50,,6.46,6.66,6.62,6.62,6.60,6.62,6.61,6.48,6.62,6.62
2020/04/04,8,17066900,18256850,15146400,6.47,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,,6.46,507.08,1.57,5.48,6.54,,6.46,6.64,6.61,6.60,6.59,6.61,6.60,6.49,6.61,6.61
2020/04/04,9,16780000,18004250,14956400,6.47,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,,6.46,507.08,1.57,5.58,6.48,,6.46,6.68,6.66,6.65,6.64,6.66,6.65,6.51,6.66,6.66
2020/04/04,10,16408750,17696600,14669500,6.48,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,,6.46,506.30,1.57,5.16,6.45,,6.46,6.69,6.66,6.65,6.64,6.66,6.65,6.51,6.66,6.66
2020/04/04,11,16523750,17504550,14504150,6.47,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,,6.46,507.08,1.57,5.17,6.46,,6.46,6.78,6.76,6.76,6.74,6.76,6.75,6.60,6.76,6.76
2020/04/04,12,16886200,17305350,14306050,6.42,6.60,6.60,6.60,5.18,5.18,5.18,5.18,5.18,5.18,,6.42,507.87,1.57,4.64,4.87,,6.42,6.63,6.60,6.60,5.18,5.18,5.18,5.18,5.18,5.18
2020/04/04,13,17638150,17154300,14392400,6.38,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,,6.38,507.87,1.58,4.87,5.88,,6.38,6.61,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60
2020/04/04,14,18542400,16267500,14364650,4.87,6.47,6.47,6.47,3.81,3.81,3.81,3.81,3.81,3.81,,4.87,507.86,1.59,3.81,4.15,,4.87,6.44,6.47,6.47,3.81,3.81,3.82,3.81,3.81,3.81
2020/04/04,15,19399800,16229750,14697150,4.52,6.44,6.44,6.44,3.14,3.14,3.14,3.14,3.14,3.14,,4.52,507.87,1.58,4.52,4.38,,4.52,6.44,6.44,6.44,3.14,3.14,3.15,3.14,3.14,3.14
2020/04/04,16,20376900,16269550,14797200,4.38,5.42,6.44,6.44,2.00,2.00,2.00,2.00,2.00,2.00,,4.38,505.81,1.59,3.44,3.72,,4.38,5.42,6.43,6.44,2.00,2.00,2.02,2.04,2.00,2.00
2020/04/04,17,24421850,16041450,14785100,3.75,4.44,4.25,4.25,1.51,1.51,1.51,1.51,1.51,1.51,,3.75,505.81,1.59,2.68,3.28,,3.75,4.44,4.25,4.26,1.51,1.51,1.52,1.53,1.51,1.51
2020/04/04,18,25874600,15841450,14682100,3.17,4.43,4.31,4.31,0.03,0.03,0.03,0.03,0.03,0.03,,3.16,504.21,1.57,1.57,1.99,,3.16,4.43,4.31,4.32,0.04,0.03,0.05,0.14,0.03,0.03
2020/04/04,19,27889250,15335200,14820150,1.00,4.17,3.84,3.84,0.01,0.01,0.01,0.01,0.01,0.01,,1.00,505.81,1.58,1.58,1.58,,1.00,4.17,3.83,3.83,0.01,0.01,0.02,0.01,0.01,0.01
2020/04/04,20,29222150,15331250,15006750,0.01,3.90,3.79,3.79,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1011.61,3.15,3.15,3.15,,0.02,3.90,3.74,3.78,0.01,0.01,0.02,0.01,0.01,0.01
2020/04/04,21,30264800,14968150,14968150,0.01,1.00,1.00,1.00,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1011.61,3.18,3.18,3.18,,0.02,1.02,1.01,1.01,0.01,0.01,0.02,0.01,0.01,0.01
2020/04/04,22,30355350,14198050,14198050,0.01,0.50,0.50,0.50,0.01,0.01,0.01,0.01,0.01,0.01,,0.03,1517.42,5.60,5.60,5.60,,0.03,0.50,0.51,0.52,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,23,30872000,14165600,14165600,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1011.61,3.80,3.80,3.80,,0.02,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,24,31139300,14085850,14085850,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1011.61,3.80,3.80,3.80,,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,25,31519950,13799350,13799350,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1011.61,3.80,3.80,3.80,,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,26,31746800,13762500,13762500,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1010.71,3.80,3.80,3.80,,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,27,31557900,13864750,13864750,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1011.61,3.80,3.80,3.80,,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,28,31682600,14618600,14618600,0.01,1.00,1.00,1.00,0.01,0.01,0.01,0.01,0.01,0.01,,0.02,1010.71,3.80,3.80,3.80,,0.02,0.98,1.00,1.01,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,29,31254300,14840650,14507850,0.01,3.90,3.79,3.79,0.01,0.01,0.01,0.01,0.01,0.01,,0.08,4046.44,13.16,13.16,13.16,,0.08,3.90,3.72,3.81,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,30,30766950,15050450,14435850,0.01,3.90,3.79,3.79,0.01,0.01,0.01,0.01,0.01,0.01,,0.08,4046.44,12.72,12.72,12.72,,0.08,3.90,3.78,3.80,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,31,28897450,16224200,14490650,2.88,4.65,4.65,4.65,0.01,0.01,0.01,0.01,0.01,0.01,,2.86,502.29,1.58,1.58,1.58,,2.86,4.65,4.65,4.65,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,32,26814900,16294750,14324100,3.76,5.59,5.59,5.59,0.01,0.01,0.01,0.01,0.01,0.01,,3.75,504.46,1.59,3.35,3.75,,3.75,5.59,5.59,5.58,0.01,0.01,0.01,0.01,0.01,0.01
2020/04/04,33,24904500,16583300,14167650,4.70,6.24,6.24,6.24,2.00,2.00,2.00,2.00,2.00,2.00,,4.69,504.75,1.59,3.89,4.38,,4.69,6.24,6.24,6.24,2.00,2.00,2.00,1.99,2.00,2.00
2020/04/04,34,23471300,16660250,14055150,4.87,6.32,6.32,6.32,3.09,3.09,3.09,3.09,3.09,3.09,,4.87,507.56,1.59,4.87,4.87,,4.87,6.32,6.32,6.32,3.08,3.09,3.09,3.08,3.09,3.09
2020/04/04,35,21409000,16896650,14558350,5.32,6.73,6.73,6.73,3.14,3.14,3.14,3.14,3.14,3.14,,5.33,508.51,1.59,4.88,5.54,,5.33,6.73,6.74,6.73,3.14,3.14,3.14,3.24,3.14,3.14
2020/04/04,36,20752400,17343450,14401950,6.26,6.97,6.97,6.97,3.72,3.72,3.72,3.72,3.72,3.72,,6.25,506.74,1.59,5.95,6.32,,6.25,6.97,6.97,6.97,3.72,3.73,3.72,3.72,3.71,3.72
2020/04/04,37,21068350,18436650,14895000,6.68,8.57,8.57,8.57,4.43,4.43,4.43,4.43,4.43,4.43,,6.68,507.55,1.58,4.64,6.01,,6.68,8.57,8.56,8.57,4.43,4.60,4.43,4.43,4.44,4.43
2020/04/04,38,20730300,18938300,15021050,6.97,8.57,8.57,8.57,4.43,4.43,4.43,4.43,4.43,4.43,,6.97,507.56,1.58,4.61,6.50,,6.97,8.57,8.56,8.57,4.43,4.61,4.43,4.43,4.43,4.43
2020/04/04,39,20262300,19032200,15071950,6.75,8.51,8.51,8.51,4.87,4.87,4.87,4.87,4.87,4.87,,6.75,507.55,1.57,5.18,6.53,,6.75,8.51,8.50,8.51,4.86,5.04,4.87,4.87,4.87,4.87
2020/04/04,40,20196250,19171300,15403450,6.53,8.51,8.51,8.51,4.87,4.87,4.87,4.87,4.87,4.87,,6.53,507.56,1.59,5.18,6.46,,6.53,8.51,8.50,8.51,4.86,5.03,4.87,4.87,4.87,4.87
2020/04/04,41,19912400,19389900,15479350,6.47,8.49,8.49,8.49,4.87,4.87,4.87,4.87,4.87,4.87,,6.47,507.55,1.59,4.87,6.26,,6.47,8.48,8.48,8.49,4.86,4.95,4.87,4.87,4.87,4.87
2020/04/04,42,20035050,19598650,15776600,6.45,8.49,8.49,8.49,4.87,4.87,4.87,4.87,4.87,4.87,,6.45,507.89,1.59,5.18,6.45,,6.45,8.47,8.48,8.49,4.87,4.96,4.87,4.87,4.87,4.87
2020/04/04,43,20085500,19836100,15935550,6.35,6.97,6.97,6.97,4.87,4.87,4.87,4.87,4.87,4.87,,6.35,507.89,1.59,5.59,6.35,,6.35,6.96,6.97,6.97,4.87,4.95,4.87,4.87,4.87,4.87
2020/04/04,44,19931850,19458150,15943950,6.01,6.49,6.49,6.49,4.87,4.87,4.87,4.87,4.87,4.87,,6.01,508.48,1.59,4.87,6.26,,6.01,6.49,6.50,6.49,4.87,4.93,4.87,4.87,4.87,4.87
2020/04/04,45,19275050,19144100,15589200,6.22,6.52,6.52,6.52,4.87,4.87,4.87,4.87,4.87,4.87,,6.22,508.49,1.59,4.87,5.60,,6.22,6.52,6.52,6.52,4.87,4.87,4.87,4.87,4.87,4.87
2020/04/04,46,18837000,18687150,15367200,6.22,6.52,6.52,6.52,4.87,4.87,4.87,4.87,4.87,4.87,,6.22,508.49,1.57,4.51,5.42,,6.22,6.51,6.52,6.52,4.87,4.87,4.87,4.87,4.87,4.87
2020/04/04,47,18061250,18035950,14952350,5.59,6.47,6.47,6.47,3.99,3.99,3.99,3.99,3.99,3.99,,5.59,508.48,1.58,3.74,4.87,,5.59,6.47,6.47,6.47,3.99,3.99,3.99,3.99,3.99,3.99
2020/04/04,48,17295500,17266950,14572950,5.32,6.47,6.47,6.47,3.72,3.72,3.72,3.72,3.72,3.72,,5.32,508.49,1.57,3.46,4.87,,5.32,6.47,6.47,6.47,3.72,3.72,3.72,3.72,3.72,3.72
2020/04/05,1,15177100,15675300,13349500,5.70,6.29,6.29,6.29,3.81,3.81,3.81,3.81,3.81,3.81,,5.70,506.69,1.55,4.50,3.72,,5.70,6.29,6.29,6.29,3.81,3.81,3.81,3.81,3.81,3.81
2020/04/05,2,16005200,16083250,13484600,4.87,6.25,6.25,6.25,4.26,4.26,4.26,4.26,4.26,4.26,,4.87,505.26,1.55,4.27,3.81,,4.87,6.25,6.25,6.25,4.26,4.26,4.26,4.26,4.26,4.26
2020/04/05,3,16608400,16049300,13570900,4.87,6.25,6.25,6.25,4.21,4.21,4.21,4.21,4.21,4.21,,4.87,505.24,1.55,4.22,3.67,,4.87,6.25,6.25,6.25,4.21,4.21,4.21,4.21,4.21,4.21
2020/04/05,4,16907150,16019700,13598850,4.87,6.25,6.25,6.25,4.21,4.21,4.21,4.21,4.21,4.21,,4.87,505.26,1.55,4.43,3.72,,4.87,6.25,6.25,6.25,4.21,4.21,4.21,4.21,4.21,4.21
2020/04/05,5,17249350,16142750,13751550,4.87,6.25,6.25,6.25,3.81,3.81,3.81,3.81,3.81,3.81,,4.88,507.02,1.55,4.44,4.22,,4.88,6.27,6.25,6.25,3.81,3.81,3.81,3.81,3.81,3.81
2020/04/05,6,17119500,16121100,13585300,4.87,6.25,6.25,6.25,4.26,4.26,4.26,4.26,4.26,4.26,,4.88,507.02,1.55,4.51,4.34,,4.88,6.30,6.25,6.25,4.26,4.26,4.26,4.26,4.26,4.26
2020/04/05,7,17056700,16049600,13292350,5.18,6.25,6.25,6.25,4.40,4.40,4.40,4.40,4.40,4.40,,5.19,506.96,1.55,4.88,4.51,,5.19,6.35,6.25,6.25,4.40,4.40,4.40,4.40,4.40,4.40
2020/04/05,8,17024500,15826200,13024950,4.87,6.25,6.25,6.25,4.41,4.41,4.41,4.41,4.41,4.41,,4.89,508.06,1.56,4.52,4.52,,4.89,6.36,6.25,6.25,4.41,4.41,4.41,4.41,4.41,4.41
2020/04/05,9,16940050,15538650,12699100,5.49,6.25,6.25,6.25,4.43,4.43,4.43,4.43,4.43,4.43,,5.50,507.61,1.55,4.65,4.62,,5.50,6.35,6.25,6.25,4.43,4.43,4.43,4.43,4.43,4.43
2020/04/05,10,16940400,15205550,12426150,4.87,6.25,6.25,6.25,4.39,4.39,4.39,4.39,4.39,4.39,,4.89,508.06,1.56,4.89,4.89,,4.89,6.45,6.25,6.25,4.39,4.39,4.39,4.39,4.39,4.39
2020/04/05,11,17097600,14982250,12103000,4.87,6.25,6.25,6.25,4.43,4.43,4.43,4.43,4.43,4.43,,4.88,507.02,1.55,4.65,4.65,,4.88,6.34,6.25,6.25,4.43,4.43,4.43,4.43,4.43,4.43
2020/04/05,12,17750100,14393950,12008550,4.87,6.25,6.25,6.25,4.86,4.86,4.86,4.86,4.86,4.86,,4.88,507.02,1.59,4.51,4.65,,4.88,6.27,6.25,6.25,4.86,4.86,4.86,4.86,4.85,4.86
2020/04/05,13,18429650,14251050,12057550,5.18,6.18,6.18,6.18,4.87,4.87,4.87,4.87,4.87,4.87,,5.18,506.69,1.59,4.87,4.87,,5.18,6.18,6.18,6.18,4.87,4.87,4.87,4.87,4.85,4.87
2020/04/05,14,19762400,14143550,12131200,4.87,6.18,6.18,6.18,3.72,3.72,3.72,3.72,3.72,3.72,,4.87,506.69,1.55,5.18,4.87,,4.87,6.17,6.18,6.17,3.72,3.72,3.72,3.72,3.75,3.72
2020/04/05,15,20884050,14212950,12485900,4.59,6.18,6.18,6.18,3.17,3.17,3.17,3.17,3.17,3.17,,4.59,506.69,1.59,5.24,5.18,,4.59,6.18,6.18,6.17,3.17,3.17,3.18,3.17,3.23,3.17
2020/04/05,16,22194600,14129750,12711200,4.21,6.18,6.18,6.18,2.61,2.61,2.61,2.61,2.61,2.61,,4.21,506.38,1.59,4.87,4.87,,4.21,6.18,6.18,6.17,2.61,2.61,2.62,2.61,2.87,2.61
2020/04/05,17,22785100,14112050,12800700,4.17,6.18,6.18,6.18,2.00,2.00,2.00,2.00,2.00,2.00,,4.18,507.59,1.59,4.88,4.88,,4.18,6.11,6.18,6.16,2.00,2.00,2.00,2.00,2.00,2.00
2020/04/05,18,22711400,13164850,12025650,3.86,6.07,6.07,6.07,0.03,0.03,0.03,0.03,0.03,0.03,,3.84,503.76,1.54,4.85,4.85,,3.84,6.00,6.07,6.06,0.03,0.03,0.05,0.05,0.03,0.03
2020/04/05,19,23659850,13045350,12258700,3.30,6.07,6.07,6.07,0.50,0.50,0.50,0.50,0.50,0.01,,3.29,504.81,1.00,4.86,4.68,,3.29,6.07,6.04,6.05,0.50,0.50,0.51,0.50,0.50,0.01
