îNåéì˙,éûçèÉRÅ[Éh,îÑÇËì¸éDó (kWh),îÉÇ¢ì¸éDó (kWh),ñÒíËëçó (kWh),ÉVÉXÉeÉÄÉvÉâÉCÉX(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkäCìπ(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåñk(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXìåãû(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜïî(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXñkó§(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXä÷êº(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXíÜçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXélçë(â~/kWh),ÉGÉäÉAÉvÉâÉCÉXã„èB(â~/kWh),,ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøè„å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøâ∫å¿ílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),Éøë¨ïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),ÉøämïÒílÅ~ÉXÉ|ÉbÉgÅEéûä‘ëOïΩãœâøäi(â~/kWh),,âÒîâ¬î\å¥âøëSçëíl(â~/kWh),âÒîâ¬î\å¥âøñkäCìπ(â~/kWh),âÒîâ¬î\å¥âøìåñk(â~/kWh),âÒîâ¬î\å¥âøìåãû(â~/kWh),âÒîâ¬î\å¥âøíÜïî(â~/kWh),âÒîâ¬î\å¥âøñkó§(â~/kWh),âÒîâ¬î\å¥âøä÷êº(â~/kWh),âÒîâ¬î\å¥âøíÜçë(â~/kWh),âÒîâ¬î\å¥âøélçë(â~/kWh),âÒîâ¬î\å¥âøã„èB(â~/kWh),,îÑÇËÉuÉçÉbÉNì¸éDëçó (kWh),îÑÇËÉuÉçÉbÉNñÒíËëçó (kWh),îÉÇ¢ÉuÉçÉbÉNì¸éDëçó (kWh),îÉÇ¢ÉuÉçÉbÉNñÒíËëçó (kWh),,FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjëSçëíl(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjñkäCìπ(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåñk(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjìåãû(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜïî(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjñkó§(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjä÷êº(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™ÅjíÜçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjélçë(â~/kWh),FIPéQè∆âøäiÅiâµìdóÕéÊà¯ésèÍï™Åjã„èB(â~/kWh)
2021/11/12,19,25542050,23502500,20372650,12.12,9.82,12.44,12.44,15.66,15.66,15.66,15.66,15.66,15.66,,12.13,517.38,0.00,12.13,10.98,,12.13,9.94,12.44,12.44,15.70,15.66,15.66,15.66,15.66,15.66,,8952550,4519150,3532650,2095500,,12.13,9.88,12.44,12.44,15.66,15.66,15.67,15.68,15.66,15.67
2021/11/12,20,25932400,23454350,20496050,10.97,9.13,11.00,11.00,12.12,12.12,12.12,12.12,12.12,12.12,,11.10,523.09,0.00,9.89,9.91,,11.10,9.20,11.00,11.39,12.20,12.12,12.12,12.12,12.12,12.12,,9110200,4472300,3587750,2146000,,11.10,9.16,11.52,11.01,12.31,12.12,12.26,12.14,12.12,12.17
2021/11/12,21,26879600,23651300,20809750,10.32,9.14,10.02,10.02,12.12,12.12,12.12,12.12,12.12,12.12,,10.35,518.46,0.00,9.80,9.86,,10.35,9.18,10.02,10.02,12.20,12.73,12.12,12.12,12.12,12.12,,9198100,4307700,3679900,2252500,,10.35,9.16,10.02,10.02,12.33,12.12,12.12,12.14,12.12,12.16
2021/11/12,22,27186250,23756150,21052950,10.32,9.12,10.32,10.32,10.97,10.97,10.97,10.97,10.97,10.97,,10.34,517.96,0.00,10.34,10.67,,10.34,9.17,10.32,10.32,11.06,11.30,10.97,10.97,10.97,10.97,,9123600,4229200,3626850,2206000,,10.34,9.14,10.32,10.32,11.09,10.97,10.97,10.99,10.97,11.02
2021/11/12,23,26660000,24043850,21143600,11.12,9.11,10.33,10.33,10.76,10.76,10.76,10.76,10.76,10.76,,11.14,517.89,0.00,11.14,11.14,,11.14,9.22,10.33,10.33,10.86,11.04,10.76,10.76,10.76,10.76,,8564150,4062450,3775350,2196000,,11.14,9.16,10.33,10.33,10.89,10.76,10.76,10.79,10.76,10.80
2021/11/12,24,26293550,24144750,21167600,10.81,9.10,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,,10.83,517.91,0.00,11.02,13.19,,10.83,9.16,10.33,10.32,10.32,11.01,10.32,10.33,10.32,10.32,,8063350,3958150,4050250,2385000,,10.83,9.13,10.33,10.32,10.51,10.32,10.32,10.33,10.32,10.33
2021/11/12,25,24428950,23451950,19861650,11.23,7.45,11.23,11.23,11.23,11.23,11.23,11.23,11.23,8.51,,11.21,514.37,0.00,9.10,11.21,,11.21,7.49,11.23,11.22,11.19,11.25,11.19,11.23,11.23,8.51,,7500000,3791300,3844000,2347000,,11.21,7.51,11.23,11.15,11.23,11.23,11.23,11.23,11.23,8.51
2021/11/12,26,23834600,23384350,19700450,12.12,7.48,12.12,12.12,12.12,12.12,12.12,12.12,12.12,8.51,,12.09,514.02,0.00,10.06,12.09,,12.09,7.50,12.14,12.10,12.12,12.15,12.01,12.12,12.12,8.51,,7018850,3766650,3844850,2341600,,12.09,7.49,12.12,11.99,12.12,12.12,12.12,12.12,12.12,8.51
2021/11/12,27,23525500,23437750,19891900,13.84,7.88,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,,13.81,514.06,0.00,13.81,20.26,,13.81,7.90,13.78,13.69,13.73,13.90,13.63,13.73,13.68,13.73,,6809150,3719450,3627500,2218000,,13.81,7.89,13.73,13.56,13.73,13.73,13.80,13.74,13.73,13.74
2021/11/12,28,23853200,23395400,20250700,13.74,9.17,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,,13.72,514.76,0.00,13.77,14.27,,13.72,9.23,13.64,13.61,13.60,14.17,13.58,13.65,13.60,13.65,,6639500,3723300,3266200,1894800,,13.72,9.18,13.65,13.49,13.65,13.65,13.76,13.66,13.65,13.66
2021/11/12,29,23188950,23369400,19905500,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,,13.75,515.61,0.00,14.99,15.85,,13.75,13.71,13.77,13.62,13.79,14.52,13.76,13.76,13.76,13.76,,6527200,3784000,3086250,1724300,,13.75,13.75,13.76,13.59,13.95,13.76,13.81,13.78,13.76,13.77
2021/11/12,30,22022750,22901200,19311750,17.59,14.29,14.29,14.29,18.81,18.81,18.81,18.81,18.81,18.81,,17.57,515.40,0.00,22.19,19.99,,17.57,14.33,14.25,14.29,18.81,19.16,18.81,18.81,18.81,18.81,,6168150,3602450,2871250,1626800,,17.57,14.33,14.29,14.28,18.89,18.81,18.84,18.81,18.81,18.81
2021/11/12,31,21147600,22167200,18647600,19.06,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,,19.04,515.45,0.00,22.85,21.15,,19.04,15.05,15.02,15.01,15.09,15.47,15.03,15.01,15.01,15.01,,6040250,3590250,2498450,1179000,,19.04,15.39,15.07,15.06,15.00,15.00,15.00,15.02,15.00,15.00
2021/11/12,32,20628150,22357600,18122350,19.60,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,,19.60,515.99,0.00,22.87,22.87,,19.60,18.80,18.76,18.75,18.76,18.79,18.77,18.77,18.76,18.75,,6091850,3831350,2378650,795450,,19.60,18.89,18.75,18.75,18.75,18.75,18.77,18.76,18.75,18.75
2021/11/12,33,20176100,22994350,18045100,29.99,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,26.78,,29.96,515.46,0.00,29.96,25.29,,29.96,26.96,26.79,26.78,26.79,26.87,26.79,26.79,26.79,26.78,,6144050,4013550,2452350,836450,,29.96,27.03,26.78,26.79,26.79,26.78,26.78,26.78,26.78,26.78
2021/11/12,34,19574900,23443450,17642400,50.00,50.00,50.00,50.00,40.00,40.00,40.00,40.00,40.00,40.00,,49.76,513.52,0.00,49.76,50.56,,49.76,49.01,49.83,49.82,39.98,40.07,40.01,39.98,39.98,40.00,,6033050,4100550,2586300,838950,,49.76,49.06,50.00,49.33,40.08,40.00,40.08,40.01,40.00,40.00
2021/11/12,35,20110600,23617900,18272250,30.00,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,29.84,513.25,0.00,30.44,30.44,,29.84,29.83,29.94,29.94,29.79,29.94,29.95,29.05,29.59,29.98,,6103150,4294650,2605250,886950,,29.84,29.89,29.99,29.37,29.99,29.99,29.99,29.99,29.99,29.99
2021/11/12,36,20384750,23422650,18558500,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,29.84,513.40,0.00,29.84,29.84,,29.84,29.88,29.96,29.95,29.82,29.95,29.96,29.05,29.79,29.97,,6131050,4316050,2422200,944450,,29.84,29.95,29.99,29.41,29.99,29.99,29.99,29.99,29.99,29.99
2021/11/12,37,20850650,23855450,18922400,29.99,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,,29.76,512.02,0.00,29.76,21.07,,29.76,22.87,22.89,22.85,22.49,22.88,22.91,22.37,22.87,22.88,,6225900,4309400,2537800,1030450,,29.76,22.98,22.88,22.52,22.87,22.87,22.89,22.87,22.87,22.87
2021/11/12,38,20987000,23824100,18772050,21.57,20.37,20.37,20.37,20.37,20.37,20.37,20.37,20.37,20.37,,21.44,512.89,0.00,29.82,20.24,,21.44,19.74,19.00,20.36,20.38,20.37,20.39,20.37,20.37,20.37,,6176250,4223250,2595150,1097450,,21.44,20.43,20.37,19.95,20.37,20.37,20.37,20.38,20.37,20.37
2021/11/12,39,20308400,23002800,18398150,30.00,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,,29.77,512.04,0.00,30.37,21.91,,29.77,22.89,22.28,22.85,22.72,22.86,22.88,22.73,22.86,22.87,,5876800,4002300,2593800,1134750,,29.77,22.87,22.87,22.58,22.88,22.87,22.88,22.89,22.87,22.87
2021/11/12,40,20074050,22898350,18085900,24.44,21.98,21.98,21.98,21.98,21.98,21.98,21.98,21.98,21.98,,24.24,512.72,0.00,26.88,20.75,,24.24,21.30,20.37,21.96,21.99,21.99,22.01,21.98,21.98,21.98,,5633400,3830400,2625500,1335250,,24.24,22.03,21.99,21.49,21.98,21.98,21.99,21.99,21.98,21.98
2021/11/12,41,19660250,22573250,17693500,28.41,20.00,20.00,20.00,30.00,30.00,30.00,30.00,30.00,30.00,,28.14,512.04,0.00,30.31,28.14,,28.14,19.71,18.38,19.98,29.99,29.99,30.02,30.01,30.00,30.00,,5730150,3773150,2736000,1416500,,28.14,20.00,20.00,19.53,29.99,30.00,30.01,30.01,30.00,30.01
2021/11/12,42,19944450,22167350,17649000,20.65,17.48,17.48,17.48,30.00,30.00,30.00,30.00,30.00,30.00,,20.57,514.99,0.00,30.48,22.57,,20.57,17.16,17.10,17.37,29.94,29.98,30.00,29.99,29.99,29.99,,5969500,3683500,2689950,1430000,,20.57,17.49,17.48,17.20,29.99,30.00,30.00,29.99,30.00,29.95
2021/11/12,43,19994250,21824100,17512550,20.00,13.82,13.82,13.82,26.97,26.97,26.97,26.97,26.97,26.97,,19.88,513.90,0.00,20.56,19.88,,19.88,13.76,13.83,13.77,26.94,26.96,26.98,26.97,26.97,26.97,,5882150,3649650,2932000,1555450,,19.88,13.85,13.84,13.74,27.00,26.97,26.97,26.96,26.96,26.95
2021/11/12,44,20224300,21540550,17552000,13.93,13.76,13.76,13.76,20.65,20.65,20.65,20.65,20.65,20.65,,13.94,517.36,0.00,13.94,14.01,,13.94,13.78,13.77,13.72,20.63,20.65,20.66,20.65,20.65,20.65,,6090400,3939900,3099950,1599150,,13.94,13.75,13.76,13.71,20.65,20.65,20.66,20.65,20.65,20.64
2021/11/12,45,19439600,21159500,17093550,20.65,14.01,14.01,14.01,23.00,23.00,23.00,23.00,23.00,23.00,,20.46,512.24,0.00,21.77,21.71,,20.46,13.95,13.72,13.93,23.00,23.00,23.00,23.00,23.00,23.00,,5916850,3860350,3182050,1665200,,20.46,14.06,14.04,13.81,23.00,23.00,23.00,23.00,23.00,23.00
2021/11/12,46,19091500,21037200,17047950,22.87,9.85,14.00,14.00,21.98,21.98,21.98,21.98,21.98,21.98,,22.75,514.24,0.00,22.75,20.93,,22.75,9.89,14.23,13.96,21.99,21.99,21.99,21.98,21.98,21.98,,5681700,3761700,3149100,1667350,,22.75,9.86,14.03,13.99,22.02,21.98,21.98,21.98,21.98,21.98
2021/11/12,47,18809400,20809000,16817450,20.00,9.85,13.79,13.79,20.65,20.65,20.65,20.65,20.65,20.65,,19.86,511.89,0.00,19.86,19.11,,19.86,9.88,13.51,13.74,20.65,20.65,20.66,20.65,20.65,20.65,,5280950,3703950,3235350,1614700,,19.86,9.85,13.82,13.64,20.66,20.65,20.65,20.65,20.65,20.66
2021/11/12,48,17483600,19418350,16065450,17.93,8.55,13.77,13.77,20.65,20.65,20.65,20.65,20.65,20.65,,17.79,507.39,0.00,18.09,14.89,,17.79,8.63,13.79,13.61,20.65,20.65,20.65,20.65,20.65,20.65,,4682900,3654900,2362300,1418150,,17.79,8.62,13.78,13.55,20.65,20.65,20.66,20.65,20.65,20.65
2021/11/13,1,17123850,18022100,15340450,18.00,17.40,18.00,18.00,19.49,19.49,19.49,19.49,19.49,19.49,,18.00,508.50,0.00,19.28,18.00,,18.00,17.39,18.00,18.00,19.50,19.49,19.49,19.49,19.49,19.49,,5435200,3754650,1830900,1289850,,18.00,17.39,18.00,18.00,19.49,19.49,19.49,19.49,19.49,19.49
2021/11/13,2,18726800,18791950,15872950,13.73,11.42,11.42,11.42,19.71,19.71,19.71,19.71,19.71,19.71,,13.75,511.09,0.00,13.81,13.75,,13.75,11.43,11.42,11.42,19.70,19.71,19.71,19.71,19.71,19.71,,5973000,3880450,2571450,1862750,,13.75,11.42,11.42,11.42,19.71,19.71,19.71,19.71,19.71,19.70
2021/11/13,3,18559200,18539800,15510200,13.95,13.74,13.74,13.74,15.93,15.93,15.93,15.93,15.93,15.93,,13.96,511.83,0.00,15.20,15.40,,13.96,13.74,13.76,13.74,15.98,15.93,15.93,15.93,15.93,15.93,,6419000,4064450,3131850,1960350,,13.96,13.76,13.74,13.74,15.93,15.94,15.93,15.95,15.93,15.95
2021/11/13,4,18786700,18841200,15369100,14.28,13.43,13.43,13.43,15.60,15.60,15.60,15.60,15.60,15.60,,14.29,512.68,0.00,15.53,14.29,,14.29,13.44,13.47,13.44,15.64,15.60,15.61,15.60,15.60,15.60,,6640950,4036900,3654450,1993550,,14.29,13.50,13.43,13.44,15.60,15.60,15.61,15.61,15.60,15.62
2021/11/13,5,18890750,19048250,15150550,15.38,13.41,13.41,13.41,18.44,18.44,18.44,18.44,18.44,18.44,,15.39,517.12,0.00,16.13,17.96,,15.39,13.42,13.45,13.42,18.44,18.44,18.44,18.44,18.44,18.44,,6756100,4009050,3822750,2126150,,15.39,13.48,13.41,13.42,18.44,18.44,18.45,18.44,18.44,18.44
2021/11/13,6,19189450,19439000,15161250,14.40,12.71,12.71,12.71,20.02,20.02,20.02,20.02,20.02,20.02,,14.41,517.16,0.00,14.41,14.41,,14.41,12.72,12.72,12.71,20.02,20.02,20.02,20.02,20.02,20.02,,6909400,4012350,4041050,2160400,,14.41,12.72,12.71,12.71,20.02,20.02,20.02,20.02,20.02,20.02
2021/11/13,7,19524750,19125000,15314300,13.92,11.71,11.71,11.71,20.65,20.65,20.65,20.65,20.65,20.65,,13.93,517.61,0.00,14.13,13.93,,13.93,11.71,11.73,11.71,20.64,20.65,20.65,20.65,20.65,20.65,,7068400,4021350,3847000,2050900,,13.93,11.73,11.71,11.71,20.65,20.65,20.65,20.65,20.65,20.65
2021/11/13,8,19566650,19166850,15287250,13.95,11.30,11.30,11.30,20.65,20.65,20.65,20.65,20.65,20.65,,13.96,517.61,0.00,13.96,13.96,,13.96,11.30,11.30,11.30,20.64,20.65,20.65,20.65,20.65,20.65,,7120300,4023250,3788150,1976750,,13.96,11.30,11.30,11.30,20.65,20.65,20.65,20.65,20.65,20.65
2021/11/13,9,19686250,19080950,15353800,13.92,12.17,12.17,12.17,19.36,19.36,19.36,19.36,19.36,19.36,,13.93,517.61,0.00,13.99,13.93,,13.93,12.17,12.19,12.17,19.36,19.36,19.36,19.36,19.36,19.36,,7210850,3997800,3634550,1746850,,13.93,12.19,12.17,12.17,19.36,19.36,19.36,19.36,19.36,19.36
2021/11/13,10,19891300,19208400,15367300,14.12,12.71,12.71,12.71,20.01,20.01,20.01,20.01,20.01,20.01,,14.13,517.61,0.00,14.13,13.97,,14.13,12.71,12.74,12.71,20.01,20.01,20.01,20.01,20.01,20.01,,7397600,3995550,3483150,1735350,,14.13,12.73,12.71,12.71,20.01,20.01,20.01,20.01,20.01,20.01
2021/11/13,11,20019700,19131750,15341100,15.00,13.11,13.11,13.11,19.05,19.05,19.05,19.05,19.05,19.05,,15.01,517.59,0.00,18.81,14.41,,15.01,13.12,13.15,13.12,19.05,19.05,19.05,19.05,19.05,19.05,,7593100,4002550,3337450,1698800,,15.01,13.18,13.12,13.12,19.05,19.05,19.05,19.05,19.05,19.05
2021/11/13,12,20159300,19262750,15491100,18.78,13.42,13.42,13.42,19.05,19.05,19.05,19.05,19.05,19.05,,18.77,516.96,0.00,18.77,14.40,,18.77,13.43,13.47,13.43,19.05,19.05,19.05,19.05,19.05,19.05,,7771900,3998850,3311150,1675300,,18.77,13.50,13.42,13.43,19.05,19.05,19.05,19.05,19.05,19.05
2021/11/13,13,20069800,19194500,15039750,14.40,13.24,13.24,13.24,20.65,20.65,20.65,20.65,20.65,20.65,,14.43,518.31,0.00,14.43,13.91,,14.43,13.24,13.30,13.24,20.62,20.65,20.65,20.62,20.65,20.65,,7972250,4062700,3371650,1716200,,14.43,13.32,13.24,13.24,20.66,20.52,20.65,20.64,20.65,20.65
2021/11/13,14,20374000,19517850,15574450,19.49,13.73,13.73,13.73,22.59,22.59,22.59,22.59,22.59,22.59,,19.48,516.98,0.00,20.14,19.48,,19.48,13.74,13.74,13.74,22.53,22.59,22.58,22.59,22.59,22.59,,8196450,4065400,3256250,1785200,,19.48,13.75,13.74,13.73,22.59,22.44,22.59,22.58,22.59,22.58
2021/11/13,15,21310950,19732900,16004150,14.28,9.02,13.42,13.42,20.03,20.03,20.03,20.03,20.03,20.03,,14.29,517.60,0.00,15.85,14.29,,14.29,9.03,13.42,13.42,20.02,20.03,20.03,20.03,20.03,20.03,,8456750,4183200,3454200,2030200,,14.29,9.02,13.42,13.42,20.03,20.03,20.03,20.02,20.03,20.02
2021/11/13,16,22700400,20334800,16676850,13.66,8.81,12.97,12.97,19.76,19.76,20.02,20.02,20.02,20.02,,13.67,517.61,0.00,14.29,13.67,,13.67,8.82,12.98,12.97,19.75,19.76,20.02,20.02,20.02,20.02,,9098600,4300050,3319650,2114150,,13.67,8.81,12.97,12.97,19.76,19.76,20.02,20.02,20.02,20.01
2021/11/13,17,24531600,20835000,17552500,12.97,8.69,11.90,11.90,18.16,18.16,18.16,18.16,18.16,18.16,,12.98,517.64,0.00,13.43,12.98,,12.98,8.69,11.92,11.91,18.17,18.16,18.16,18.16,18.16,18.16,,9932900,4200050,3219100,2107100,,12.98,8.69,11.90,11.92,18.16,18.16,18.17,18.17,18.16,18.16
2021/11/13,18,25008450,21173600,17579950,13.02,8.69,12.97,12.97,12.97,12.97,12.97,12.97,12.97,12.97,,13.02,517.25,0.00,12.97,12.43,,13.02,8.69,12.98,12.97,12.97,12.97,12.97,12.97,12.97,12.97,,9941750,3780050,3155050,2060200,,13.02,8.69,12.97,12.97,12.97,12.97,12.97,12.97,12.97,12.97
2021/11/13,19,26275900,21472600,18312900,10.89,8.60,10.45,10.45,10.45,10.45,10.89,10.89,10.89,10.89,,10.89,517.24,0.00,10.57,10.32,,10.89,8.60,10.47,10.45,10.45,10.45,10.89,10.89,10.89,10.89,,10421300,3855500,3241650,2076650,,10.89,8.60,10.45,10.46,10.45,10.45,10.89,10.89,10.89,10.89
2021/11/13,20,27476900,21494800,18663050,9.60,8.71,9.50,9.50,9.50,9.50,10.89,10.89,10.89,10.89,,9.60,517.24,0.00,8.50,7.21,,9.60,8.71,9.50,9.50,9.50,9.50,10.89,10.89,10.89,10.89,,11183300,3980550,3209500,2240500,,9.60,8.71,9.50,9.50,9.50,9.50,10.89,10.89,10.89,10.89
2021/11/13,21,28407350,21481950,18939700,8.88,7.32,8.88,8.88,8.88,8.88,10.89,10.89,10.89,8.51,,8.88,517.24,0.00,8.00,6.49,,8.88,7.32,8.88,8.88,8.88,8.89,10.89,10.89,10.89,8.51,,11712000,3980550,3061650,2186950,,8.88,7.32,8.88,8.88,8.88,8.88,10.89,10.89,10.89,8.51
2021/11/13,22,29089950,21485450,19184100,8.78,7.40,8.78,8.78,8.78,8.78,10.80,10.80,10.80,8.51,,8.78,517.24,0.00,8.37,4.65,,8.78,7.40,8.78,8.78,8.78,8.81,10.80,10.80,10.80,8.51,,12024300,3979350,3095550,2151850,,8.78,7.40,8.78,8.78,8.79,8.78,10.80,10.80,10.80,8.51
2021/11/13,23,29057150,21438950,19207300,8.57,7.60,8.67,8.67,8.67,8.67,10.68,10.68,10.68,8.51,,8.57,517.24,0.00,8.37,6.49,,8.57,7.65,8.67,8.67,8.67,8.72,10.68,10.68,10.68,8.51,,11954600,3984050,3144050,2144450,,8.57,7.61,8.67,8.67,8.68,8.67,10.68,10.68,10.68,8.51
2021/11/13,24,29079850,21296850,19152000,8.55,7.61,8.88,8.88,8.88,8.88,10.68,10.68,10.68,8.51,,8.55,516.85,0.00,8.86,7.30,,8.55,7.66,8.88,8.88,8.88,8.92,10.68,10.68,10.68,8.51,,11774700,3858650,3128650,2120050,,8.55,7.62,8.88,8.88,8.89,8.88,10.68,10.68,10.68,8.51
2021/11/13,25,28720450,21037950,18960950,8.51,7.38,8.55,8.55,8.55,8.55,10.68,10.68,10.68,8.51,,8.52,517.45,0.00,8.72,6.80,,8.52,7.43,8.55,8.56,8.55,8.63,10.68,10.68,10.68,8.51,,11630600,3884050,3121200,2121450,,8.52,7.40,8.55,8.57,8.56,8.55,10.68,10.68,10.68,8.51
2021/11/13,26,28085700,20984250,18732900,8.51,7.43,8.79,8.79,8.79,8.79,10.68,10.68,10.68,8.51,,8.52,517.39,0.00,8.80,7.48,,8.52,7.46,8.79,8.79,8.79,8.86,10.68,10.68,10.68,8.51,,11249000,3926850,3120800,2119250,,8.52,7.44,8.79,8.80,8.80,8.79,10.68,10.68,10.68,8.51
2021/11/13,27,27454050,21341300,18713850,8.89,8.01,8.89,8.89,8.89,8.89,10.89,10.89,10.89,8.51,,8.89,516.79,0.00,8.84,7.48,,8.89,8.01,8.89,8.89,8.89,8.95,10.89,10.89,10.89,8.51,,11046150,4112050,3061500,2147900,,8.89,8.01,8.89,8.90,8.90,8.89,10.89,10.89,10.89,8.51
2021/11/13,28,26929750,21118400,18382350,9.41,8.66,9.50,9.50,9.50,9.50,10.89,10.89,10.89,8.51,,9.42,517.34,0.00,9.87,8.82,,9.42,8.66,9.53,9.51,9.50,9.52,10.89,10.89,10.89,8.51,,11030750,4131150,2946900,2135400,,9.42,8.66,9.50,9.51,9.51,9.50,10.89,10.89,10.89,8.51
2021/11/13,29,25817800,21005850,18078900,10.68,8.80,10.70,10.70,10.70,10.70,10.80,10.80,10.80,10.80,,10.68,516.79,0.00,11.71,10.28,,10.68,8.80,10.72,10.70,10.70,10.70,10.80,10.80,10.80,10.80,,10595200,4148950,2904700,1943250,,10.68,8.80,10.71,10.70,10.71,10.70,10.80,10.80,10.80,10.80
2021/11/13,30,23918900,20870550,17324150,12.44,9.05,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,,12.44,516.81,0.00,13.41,12.00,,12.44,9.06,12.04,12.04,12.04,12.04,12.03,12.04,12.03,12.03,,9419650,3937850,2780850,1713900,,12.44,9.05,12.04,12.05,12.03,12.03,12.03,12.04,12.03,12.03
2021/11/13,31,23159500,20131500,17087250,13.42,9.03,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,,13.45,517.96,0.00,13.83,13.45,,13.45,9.04,13.46,13.41,13.66,13.42,13.42,13.43,13.42,13.42,,9107200,3930500,2499250,1711350,,13.45,9.03,13.44,13.52,13.42,13.42,13.42,13.43,13.42,13.42
2021/11/13,32,22638750,20290900,17037750,13.82,13.42,13.42,13.42,19.24,19.24,19.24,19.24,19.24,19.24,,13.84,517.55,0.00,14.42,13.84,,13.84,13.43,13.47,13.42,19.23,19.24,19.24,19.24,19.24,19.24,,8432450,3741200,2470250,1687350,,13.84,13.51,13.43,13.42,19.24,19.24,19.24,19.24,19.24,19.24
2021/11/13,33,21769300,20796450,16875500,14.32,13.77,13.77,13.77,20.65,20.65,20.65,20.65,20.65,20.65,,14.34,517.53,0.00,14.34,14.34,,14.34,13.80,13.80,13.78,20.60,20.63,20.65,20.65,20.65,20.65,,8021150,3778350,2682900,1687750,,14.34,13.91,13.78,13.78,20.65,20.54,20.65,20.64,20.65,20.64
2021/11/13,34,21616050,21455450,17086000,19.94,13.93,13.93,13.93,30.40,30.40,30.40,30.40,30.40,30.40,,19.95,517.06,0.00,19.11,19.27,,19.95,13.98,13.97,13.94,30.37,30.38,30.40,30.40,30.40,30.40,,8019200,3944200,2808750,1596250,,19.95,14.13,13.93,13.94,30.39,30.39,30.40,30.40,30.40,30.39
2021/11/13,35,21376300,22309350,17289400,20.65,14.27,14.27,14.27,30.40,30.40,30.40,30.40,30.40,30.40,,20.66,517.06,0.00,20.66,20.02,,20.66,14.32,14.30,14.28,30.35,30.38,30.40,30.40,30.40,30.40,,7774500,4000000,3096950,1540250,,20.66,14.42,14.27,14.28,30.39,30.39,30.39,30.37,30.40,30.39
2021/11/13,36,21176950,22790100,17399850,20.65,14.28,14.28,14.28,30.40,30.40,30.40,30.40,30.40,30.40,,20.67,517.31,0.00,21.43,20.67,,20.67,14.29,14.30,14.29,30.36,30.38,30.40,30.40,30.40,30.40,,7636500,4028500,3191800,1488750,,20.67,14.32,14.28,14.29,30.40,30.39,30.39,30.37,30.40,30.39
2021/11/13,37,21113000,23230150,17474700,20.02,14.40,14.40,14.40,30.00,30.00,30.00,30.00,30.00,30.00,,20.02,516.80,0.00,20.02,20.02,,20.02,14.42,14.43,14.40,29.94,29.96,29.99,30.00,29.99,30.00,,7440500,3961500,3232200,1316250,,20.02,14.45,14.40,14.40,29.99,29.99,29.98,29.96,30.00,29.98
2021/11/13,38,20834450,23133100,17412200,20.02,14.40,14.40,14.40,30.40,30.40,30.40,30.40,30.40,30.40,,19.99,516.02,0.00,19.99,19.99,,19.99,14.42,14.45,14.41,30.35,30.37,30.39,30.40,30.40,30.40,,7244700,3915700,3211150,1352750,,19.99,14.48,14.40,14.41,30.39,30.39,30.39,30.36,30.40,30.39
